,X_Cu/,X_Al,a-Al(500),a-Cu(500),a-Al(600),a-Cu(600),a-Al(700),a-Cu(700),a-Al(800),a-Cu(800)
,0.459,0.541,0.53422334,0.0049202692,0.58443326,0.009225296,0.38014046,0.023237465,0.2650082,0.048675052
,0.46,0.54,0.53422334,0.0049202692,0.58443326,0.009225296,0.38014046,0.023237465,0.26317763,0.049073542
,0.461,0.539,0.53422334,0.0049202692,0.58443326,0.009225296,0.38014046,0.023237465,0.26135214,0.049475352
,0.462,0.538,0.53422334,0.0049202692,0.58443326,0.009225296,0.38014046,0.023237465,0.25953178,0.049880509
,0.463,0.537,0.53422334,0.0049202692,0.58443326,0.009225296,0.38014046,0.023237465,0.2577166,0.050289039
,0.464,0.536,0.53422334,0.0049202692,0.58443326,0.009225296,0.38014046,0.023237465,0.25590663,0.050700969
,0.465,0.535,0.53422334,0.0049202692,0.58443326,0.009225296,0.38014046,0.023237465,0.25410193,0.051116327
,0.466,0.534,0.53422334,0.0049202692,0.58443326,0.009225296,0.38014046,0.023237465,0.25230253,0.051535141
,0.467,0.533,0.53422334,0.0049202692,0.58443326,0.009225296,0.38014046,0.023237465,0.2505085,0.051957437
,0.468,0.532,0.53422334,0.0049202692,0.58443326,0.009225296,0.38014046,0.023237465,0.24873365,0.052379944
,0.469,0.531,0.53422334,0.0049202692,0.58443326,0.009225296,0.38014046,0.023237465,0.24873365,0.052379944
,0.47,0.53,0.53422334,0.0049202692,0.58443326,0.009225296,0.38014046,0.023237465,0.24873365,0.052379944
,0.471,0.529,0.53422334,0.0049202692,0.58443326,0.009225296,0.38014046,0.023237465,0.24873365,0.052379944
,0.472,0.528,0.53422334,0.0049202692,0.58443326,0.009225296,0.38014046,0.023237465,0.24873365,0.052379944
,0.473,0.527,0.53422334,0.0049202692,0.58443326,0.009225296,0.38014046,0.023237465,0.24873365,0.052379944
,0.474,0.526,0.53422334,0.0049202692,0.58443326,0.009225296,0.38014046,0.023237465,0.24873365,0.052379944
,0.475,0.525,0.53422334,0.0049202692,0.58443326,0.009225296,0.38014046,0.023237465,0.24873365,0.052379944
,0.476,0.524,0.53422334,0.0049202692,0.58443326,0.009225296,0.38014046,0.023237465,0.24873365,0.052379944
,0.477,0.523,0.53422334,0.0049202692,0.58443326,0.009225296,0.38014046,0.023237465,0.24873365,0.052379944
,0.478,0.522,0.53422334,0.0049202692,0.58443326,0.009225296,0.38014046,0.023237465,0.24873365,0.052379944
,0.479,0.521,0.53422334,0.0049202692,0.58443326,0.009225296,0.38014046,0.023237465,0.24873365,0.052379944
,0.48,0.52,0.53422334,0.0049202692,0.58443326,0.009225296,0.38014046,0.023237465,0.24873365,0.052379944
,0.481,0.519,0.53422334,0.0049202692,0.58443326,0.009225296,0.38014046,0.023237465,0.24873365,0.052379944
,0.482,0.518,0.53422334,0.0049202692,0.58443326,0.009225296,0.38014046,0.023237465,0.24873365,0.052379944
,0.483,0.517,0.53422334,0.0049202692,0.58443326,0.009225296,0.38014046,0.023237465,0.24873365,0.052379944
,0.484,0.516,0.53422334,0.0049202692,0.58443326,0.009225296,0.38014046,0.023237465,0.24873365,0.052379944
,0.485,0.515,0.53422334,0.0049202692,0.58443326,0.009225296,0.38014046,0.023237465,0.24873365,0.052379944
,0.486,0.514,0.53422334,0.0049202692,0.58443326,0.009225296,0.38014046,0.023237465,0.24873365,0.052379944
,0.487,0.513,0.53422334,0.0049202692,0.58443326,0.009225296,0.38014046,0.023237465,0.24873365,0.052379944
,0.488,0.512,0.53422334,0.0049202692,0.58443326,0.009225296,0.38014046,0.023237465,0.24873365,0.052379944
,0.489,0.511,0.53422334,0.0049202692,0.58443326,0.009225296,0.38014046,0.023237465,0.24873365,0.052379944
,0.49,0.51,0.53422334,0.0049202692,0.58443326,0.009225296,0.38014046,0.023237465,0.24873365,0.052379944
,0.491,0.509,0.53422334,0.0049202692,0.58443326,0.009225296,0.38014046,0.023237465,0.24873365,0.052379944
,0.492,0.508,0.53422334,0.0049202692,0.58443326,0.009225296,0.38014046,0.023237465,0.24873365,0.052379944
,0.493,0.507,0.53422334,0.0049202692,0.58443326,0.009225296,0.38014046,0.023237465,0.24873365,0.052379944
,0.494,0.506,0.53422334,0.0049202692,0.58443326,0.009225296,0.38014046,0.023237465,0.24873365,0.052379944
,0.495,0.505,0.53422334,0.0049202692,0.58443326,0.009225296,0.38014046,0.023237465,0.24873365,0.052379944
,0.496,0.504,0.53422334,0.0049202692,0.58443326,0.009225296,0.38014046,0.023237465,0.24873365,0.052379944
,0.497,0.503,0.53422334,0.0049202692,0.58443326,0.009225296,0.38014046,0.023237465,0.24873365,0.052379944
,0.498,0.502,0.53422334,0.0049202692,0.58443326,0.009225296,0.38014046,0.023237465,0.24873365,0.052379944
,0.499,0.501,0.53422334,0.0049202692,0.58443326,0.009225296,0.38014046,0.023237465,0.24873365,0.052379944
,0.5,0.5,0.53422334,0.0049202692,0.58443326,0.009225296,0.38014046,0.023237465,0.24873365,0.052379944
,0.501,0.499,0.53422334,0.0049202692,0.58443326,0.009225296,0.38014046,0.023237465,0.24873365,0.052379944
,0.502,0.498,0.53422334,0.0049202692,0.58443326,0.009225296,0.38014046,0.023237465,0.24873365,0.052379944
,0.503,0.497,0.50079241,0.0052449126,0.58443326,0.009225296,0.38014046,0.023237465,0.24873365,0.052379944
,0.504,0.496,0.42727493,0.0061338893,0.58443326,0.009225296,0.38014046,0.023237465,0.24873365,0.052379944
,0.505,0.495,0.37649442,0.0069455734,0.58443326,0.009225296,0.38014046,0.023237465,0.24873365,0.052379944
,0.506,0.494,0.33857989,0.0077055699,0.58443326,0.009225296,0.38014046,0.023237465,0.24873365,0.052379944
,0.507,0.493,0.31946186,0.0081548945,0.54890523,0.0098062625,0.38014046,0.023237465,0.24873365,0.052379944
,0.508,0.492,0.31946186,0.0081548945,0.50625939,0.010606959,0.38014046,0.023237465,0.24873365,0.052379944
,0.509,0.491,0.31946186,0.0081548945,0.47060484,0.011382778,0.38014046,0.023237465,0.24873365,0.052379944
,0.51,0.49,0.31946186,0.0081548945,0.44017469,0.012139415,0.38014046,0.023237465,0.24873365,0.052379944
,0.511,0.489,0.31946186,0.0081548945,0.42287457,0.012615577,0.38014046,0.023237465,0.24873365,0.052379944
,0.512,0.488,0.31946186,0.0081548945,0.42287457,0.012615577,0.38014046,0.023237465,0.24873365,0.052379944
,0.513,0.487,0.31946186,0.0081548945,0.42287457,0.012615577,0.38014046,0.023237465,0.24873365,0.052379944
,0.514,0.486,0.31946186,0.0081548945,0.42287457,0.012615577,0.38014046,0.023237465,0.24873365,0.052379944
,0.515,0.485,0.31946186,0.0081548945,0.42287457,0.012615577,0.38014046,0.023237465,0.24873365,0.052379944
,0.516,0.484,0.31946186,0.0081548945,0.42287457,0.012615577,0.38014046,0.023237465,0.24873365,0.052379944
,0.517,0.483,0.31946186,0.0081548945,0.42287457,0.012615577,0.38014046,0.023237465,0.24873365,0.052379944
,0.518,0.482,0.31946186,0.0081548945,0.42287457,0.012615577,0.38014046,0.023237465,0.24873365,0.052379944
,0.519,0.481,0.31946186,0.0081548945,0.42287457,0.012615577,0.38014046,0.023237465,0.24873365,0.052379944
,0.52,0.48,0.31946186,0.0081548945,0.42287457,0.012615577,0.38014046,0.023237465,0.24873365,0.052379944
,0.521,0.479,0.31946186,0.0081548945,0.42287457,0.012615577,0.38014046,0.023237465,0.24873365,0.052379944
,0.522,0.478,0.31946186,0.0081548945,0.42287457,0.012615577,0.38014046,0.023237465,0.24873365,0.052379944
,0.523,0.477,0.31946186,0.0081548945,0.42287457,0.012615577,0.38014046,0.023237465,0.24873365,0.052379944
,0.524,0.476,0.31946186,0.0081548945,0.42287457,0.012615577,0.38014046,0.023237465,0.24873365,0.052379944
,0.525,0.475,0.31946186,0.0081548945,0.42287457,0.012615577,0.38014046,0.023237465,0.24873365,0.052379944
,0.526,0.474,0.31946186,0.0081548945,0.42287457,0.012615577,0.38014046,0.023237465,0.24873365,0.052379944
,0.527,0.473,0.31946186,0.0081548945,0.42287457,0.012615577,0.38014046,0.023237465,0.24873365,0.052379944
,0.528,0.472,0.31946186,0.0081548945,0.42287457,0.012615577,0.38014046,0.023237465,0.24873365,0.052379944
,0.529,0.471,0.31946186,0.0081548945,0.42287457,0.012615577,0.38014046,0.023237465,0.24873365,0.052379944
,0.53,0.47,0.31946186,0.0081548945,0.42287457,0.012615577,0.38014046,0.023237465,0.24873365,0.052379944
,0.531,0.469,0.31946186,0.0081548945,0.42287457,0.012615577,0.38014046,0.023237465,0.24873365,0.052379944
,0.532,0.468,0.31946186,0.0081548945,0.42287457,0.012615577,0.38014046,0.023237465,0.24873365,0.052379944
,0.533,0.467,0.31946186,0.0081548945,0.42287457,0.012615577,0.38014046,0.023237465,0.24873365,0.052379944
,0.534,0.466,0.31946186,0.0081548945,0.42287457,0.012615577,0.38014046,0.023237465,0.24873365,0.052379944
,0.535,0.465,0.31946186,0.0081548945,0.42287457,0.012615577,0.38014046,0.023237465,0.24873365,0.052379944
,0.536,0.464,0.31946186,0.0081548945,0.42287457,0.012615577,0.38014046,0.023237465,0.24873365,0.052379944
,0.537,0.463,0.31946186,0.0081548945,0.42287457,0.012615577,0.38014046,0.023237465,0.24873365,0.052379944
,0.538,0.462,0.31946186,0.0081548945,0.42287457,0.012615577,0.38014046,0.023237465,0.24873365,0.052379944
,0.539,0.461,0.31946186,0.0081548945,0.42287457,0.012615577,0.38014046,0.023237465,0.24873365,0.052379944
,0.54,0.46,0.31946186,0.0081548945,0.42287457,0.012615577,0.38014046,0.023237465,0.24873365,0.052379944
,0.541,0.459,0.31946186,0.0081548945,0.42287457,0.012615577,0.38014046,0.023237465,0.24873365,0.052379944
,0.542,0.458,0.31946186,0.0081548945,0.42287457,0.012615577,0.38014046,0.023237465,0.24873365,0.052379944
,0.543,0.457,0.31946186,0.0081548945,0.42287457,0.012615577,0.38014046,0.023237465,0.24873365,0.052379944
,0.544,0.456,0.31946186,0.0081548945,0.42272277,0.012619374,0.38014046,0.023237465,0.24873365,0.052379944
,0.545,0.455,0.31946186,0.0081548945,0.39893992,0.013245717,0.38014046,0.023237465,0.24873365,0.052379944
,0.546,0.454,0.31946186,0.0081548945,0.3765384,0.013899106,0.38014046,0.023237465,0.24873365,0.052379944
,0.547,0.453,0.31946186,0.0081548945,0.35543086,0.014580669,0.38014046,0.023237465,0.24873365,0.052379944
,0.548,0.452,0.31946186,0.0081548945,0.33553583,0.015291602,0.38014046,0.023237465,0.24873365,0.052379944
,0.549,0.451,0.31946186,0.0081548945,0.31677734,0.016033168,0.38014046,0.023237465,0.24873365,0.052379944
,0.55,0.45,0.11794922,0.018427448,0.29908466,0.0168067,0.38014046,0.023237465,0.24873365,0.052379944
,0.551,0.449,0.11794922,0.018427448,0.28239191,0.017613606,0.38014046,0.023237465,0.24873365,0.052379944
,0.552,0.448,0.11794922,0.018427448,0.26663779,0.018455369,0.36855432,0.023829263,0.24873365,0.052379944
,0.553,0.447,0.11794922,0.018427448,0.2517652,0.019333553,0.34805125,0.024960008,0.24873365,0.052379944
,0.554,0.446,0.11794922,0.018427448,0.237721,0.020249805,0.3286788,0.026140158,0.24873365,0.052379944
,0.555,0.445,0.11794922,0.018427448,0.22445565,0.021205861,0.31037167,0.027371915,0.24873365,0.052379944
,0.556,0.444,0.11794922,0.018427448,0.21192301,0.022203547,0.29306858,0.028657607,0.24873365,0.052379944
,0.557,0.443,0.11794922,0.018427448,0.20008002,0.023244787,0.276712,0.029999689,0.24873365,0.052379944
,0.558,0.442,0.11794922,0.018427448,0.18888653,0.024331607,0.26124796,0.031400751,0.24873365,0.052379944
,0.559,0.441,0.11794922,0.018427448,0.17830502,0.025466141,0.24662584,0.032863523,0.24873365,0.052379944
,0.56,0.44,0.11794922,0.018427448,0.16830043,0.026650635,0.23279815,0.034390886,0.24873365,0.052379944
,0.561,0.439,0.11794922,0.018427448,0.15883999,0.027887457,0.21972032,0.035985877,0.24873365,0.052379944
,0.562,0.438,0.11794922,0.018427448,0.14989302,0.029179098,0.20735054,0.037651699,0.24873365,0.052379944
,0.563,0.437,0.11794922,0.018427448,0.14143077,0.030528187,0.19564956,0.039391728,0.24873365,0.052379944
,0.564,0.436,0.11794922,0.018427448,0.13342633,0.031937492,0.1845805,0.041209525,0.24873365,0.052379944
,0.565,0.435,0.11794922,0.018427448,0.13152619,0.032293414,0.17410872,0.043108847,0.24466216,0.053050164
,0.566,0.434,0.11794922,0.018427448,0.13152619,0.032293414,0.16420165,0.045093655,0.23074963,0.055490998
,0.567,0.433,0.11794922,0.018427448,0.13152619,0.032293414,0.15482867,0.047168131,0.21758523,0.058042304
,0.568,0.432,0.11794922,0.018427448,0.13152619,0.032293414,0.14596095,0.049336687,0.20512896,0.060709494
,0.569,0.431,0.11794922,0.018427448,0.13152619,0.032293414,0.13757137,0.051603981,0.1933431,0.063498285
,0.57,0.43,0.11794922,0.018427448,0.13152619,0.032293414,0.12963435,0.053974933,0.18219205,0.066414714
,0.571,0.429,0.11794922,0.018427448,0.13152619,0.032293414,0.1221258,0.056454737,0.17164222,0.069465163
,0.572,0.428,0.11794922,0.018427448,0.13152619,0.032293414,0.11502302,0.059048884,0.16166188,0.072656376
,0.573,0.427,0.11794922,0.018427448,0.13152619,0.032293414,0.10830455,0.061763177,0.15222106,0.075995482
,0.574,0.426,0.11794922,0.018427448,0.13152619,0.032293414,0.10195015,0.064603749,0.14329147,0.079490022
,0.575,0.425,0.11794922,0.018427448,0.13152619,0.032293414,0.095940732,0.067577091,0.13484634,0.083147973
,0.576,0.424,0.11794922,0.018427448,0.13152619,0.032293414,0.090508317,0.070546211,0.12686036,0.086977775
,0.577,0.423,0.11794922,0.018427448,0.13152619,0.032293414,0.090508317,0.070546211,0.12200372,0.089509934
,0.578,0.422,0.11794922,0.018427448,0.13152619,0.032293414,0.090508317,0.070546211,0.12200372,0.089509934
,0.579,0.421,0.11794922,0.018427448,0.13152619,0.032293414,0.090508317,0.070546211,0.12200372,0.089509934
,0.58,0.42,0.11794922,0.018427448,0.13152619,0.032293414,0.090508317,0.070546211,0.12200372,0.089509934
,0.581,0.419,0.11794922,0.018427448,0.13152619,0.032293414,0.090508317,0.070546211,0.12200372,0.089509934
,0.582,0.418,0.11794922,0.018427448,0.13152619,0.032293414,0.090508317,0.070546211,0.12200372,0.089509934
,0.583,0.417,0.11794922,0.018427448,0.13152619,0.032293414,0.090508317,0.070546211,0.12200372,0.089509934
,0.584,0.416,0.11794922,0.018427448,0.13152619,0.032293414,0.090508317,0.070546211,0.12200372,0.089509934
,0.585,0.415,0.11794922,0.018427448,0.13152619,0.032293414,0.090508317,0.070546211,0.12200372,0.089509934
,0.586,0.414,0.11794922,0.018427448,0.13152619,0.032293414,0.090508317,0.070546211,0.12200372,0.089509934
,0.587,0.413,0.11794922,0.018427448,0.13152619,0.032293414,0.090508317,0.070546211,0.12200372,0.089509934
,0.588,0.412,0.11794922,0.018427448,0.13152619,0.032293414,0.090508317,0.070546211,0.12200372,0.089509934
,0.589,0.411,0.11794922,0.018427448,0.13152619,0.032293414,0.090508317,0.070546211,0.12200372,0.089509934
,0.59,0.41,0.11794922,0.018427448,0.13152619,0.032293414,0.090508317,0.070546211,0.12200372,0.089509934
,0.591,0.409,0.11794922,0.018427448,0.13152619,0.032293414,0.090508317,0.070546211,0.12200372,0.089509934
,0.592,0.408,0.11794922,0.018427448,0.13152619,0.032293414,0.090508317,0.070546211,0.12200372,0.089509934
,0.593,0.407,0.11794922,0.018427448,0.13152619,0.032293414,0.090508317,0.070546211,0.12200372,0.089509934
,0.594,0.406,0.11794922,0.018427448,0.13152619,0.032293414,0.090508317,0.070546211,0.12200372,0.089509934
,0.595,0.405,0.11794922,0.018427448,0.13152619,0.032293414,0.090508317,0.070546211,0.12200372,0.089509934
,0.596,0.404,0.11794922,0.018427448,0.13152619,0.032293414,0.090508317,0.070546211,0.12200372,0.089509934
,0.597,0.403,0.11794922,0.018427448,0.13152619,0.032293414,0.090508317,0.070546211,0.12200372,0.089509934
,0.598,0.402,0.11794922,0.018427448,0.13152619,0.032293414,0.090508317,0.070546211,0.12200372,0.089509934
,0.599,0.401,0.11794922,0.018427448,0.13152619,0.032293414,0.090508317,0.070546211,0.12200372,0.089509934
,0.6,0.4,0.11794922,0.018427448,0.039325462,0.072222563,0.090508317,0.070546211,0.12200372,0.089509934
,0.601,0.399,0.015972844,0.069877994,0.039325462,0.072222563,0.090508317,0.070546211,0.12200372,0.089509934
,0.602,0.398,0.015972844,0.069877994,0.039325462,0.072222563,0.090508317,0.070546211,0.12200372,0.089509934
,0.603,0.397,0.015972844,0.069877994,0.039325462,0.072222563,0.090508317,0.070546211,0.12200372,0.089509934
,0.604,0.396,0.015972844,0.069877994,0.039325462,0.072222563,0.090508317,0.070546211,0.12200372,0.089509934
,0.605,0.395,0.015972844,0.069877994,0.039325462,0.072222563,0.090508317,0.070546211,0.12200372,0.089509934
,0.606,0.394,0.015972844,0.069877994,0.039325462,0.072222563,0.090508317,0.070546211,0.12200372,0.089509934
,0.607,0.393,0.015972844,0.069877994,0.039325462,0.072222563,0.090508317,0.070546211,0.12200372,0.089509934
,0.608,0.392,0.015972844,0.069877994,0.039325462,0.072222563,0.090508317,0.070546211,0.12200372,0.089509934
,0.609,0.391,0.015972844,0.069877994,0.039325462,0.072222563,0.090508317,0.070546211,0.12200372,0.089509934
,0.61,0.39,0.015972844,0.069877994,0.039325462,0.072222563,0.090508317,0.070546211,0.12200372,0.089509934
,0.611,0.389,0.015972844,0.069877994,0.039325462,0.072222563,0.090508317,0.070546211,0.12200372,0.089509934
,0.612,0.388,0.015972844,0.069877994,0.039325462,0.072222563,0.090508317,0.070546211,0.12200372,0.089509934
,0.613,0.387,0.015972844,0.069877994,0.039325462,0.072222563,0.090508317,0.070546211,0.12200372,0.089509934
,0.614,0.386,0.015972844,0.069877994,0.039325462,0.072222563,0.090508317,0.070546211,0.12200372,0.089509934
,0.615,0.385,0.015972844,0.069877994,0.039325462,0.072222563,0.090508317,0.070546211,0.12200372,0.089509934
,0.616,0.384,0.015972844,0.069877994,0.039325462,0.072222563,0.090508317,0.070546211,0.12200372,0.089509934
,0.617,0.383,0.015972844,0.069877994,0.039325462,0.072222563,0.090508317,0.070546211,0.12200372,0.089509934
,0.618,0.382,0.015972844,0.069877994,0.039325462,0.072222563,0.090508317,0.070546211,0.12200372,0.089509934
,0.619,0.381,0.015972844,0.069877994,0.039325462,0.072222563,0.090508317,0.070546211,0.12200372,0.089509934
,0.62,0.38,0.015972844,0.069877994,0.039325462,0.072222563,0.090508317,0.070546211,0.12200372,0.089509934
,0.621,0.379,0.015972844,0.069877994,0.039325462,0.072222563,0.090508317,0.070546211,0.12200372,0.089509934
,0.622,0.378,0.015972844,0.069877994,0.039325462,0.072222563,0.090508317,0.070546211,0.12200372,0.089509934
,0.623,0.377,0.015972844,0.069877994,0.039325462,0.072222563,0.090508317,0.070546211,0.12200372,0.089509934
,0.624,0.376,0.015972844,0.069877994,0.039325462,0.072222563,0.090508317,0.070546211,0.12200372,0.089509934
,0.625,0.375,0.015972844,0.069877994,0.039325462,0.072222563,0.090508317,0.070546211,0.12200372,0.089509934
,0.626,0.374,0.015972844,0.069877994,0.039325462,0.072222563,0.090508317,0.070546211,0.12200372,0.089509934
,0.627,0.373,0.015972844,0.069877994,0.039325462,0.072222563,0.090508317,0.070546211,0.12200372,0.089509934
,0.628,0.372,0.015972844,0.069877994,0.039325462,0.072222563,0.090508317,0.070546211,0.12200372,0.089509934
,0.629,0.371,0.015972844,0.069877994,0.039325462,0.072222563,0.090508317,0.070546211,0.12200372,0.089509934
,0.63,0.37,0.015972844,0.069877994,0.039325462,0.072222563,0.090508317,0.070546211,0.12200372,0.089509934
,0.631,0.369,0.015972844,0.069877994,0.039325462,0.072222563,0.086436935,0.072474554,0.12200372,0.089509934
,0.632,0.368,0.015972844,0.069877994,0.039325462,0.072222563,0.082255578,0.07460218,0.12200372,0.089509934
,0.633,0.367,0.015972844,0.069877994,0.039325462,0.072222563,0.078436555,0.076691651,0.12200372,0.089509934
,0.634,0.366,0.015972844,0.069877994,0.039325462,0.072222563,0.074928812,0.078748716,0.12164193,0.089663546
,0.635,0.365,0.015972844,0.069877994,0.039325462,0.072222563,0.071690743,0.080778441,0.11638514,0.091974598
,0.636,0.364,0.015972844,0.069877994,0.039325462,0.072222563,0.068688062,0.082785343,0.11151049,0.094259663
,0.637,0.363,0.015972844,0.069877994,0.038097353,0.073536754,0.065892228,0.084773497,0.10697164,0.096523382
,0.638,0.362,0.015972844,0.069877994,0.036622092,0.075199561,0.063279267,0.086746617,0.10272967,0.098769982
,0.639,0.361,0.015972844,0.069877994,0.035234274,0.076855227,0.060828875,0.088708125,0.098751621,0.10100336
,0.64,0.36,0.015972844,0.069877994,0.033924936,0.07850629,0.058523725,0.090661208,0.095009363,0.10322715
,0.641,0.359,0.015972844,0.069877994,0.032686328,0.080155164,0.05634893,0.092608862,0.091478728,0.10544475
,0.642,0.358,0.015972844,0.069877994,0.031511709,0.081804162,0.054291616,0.094553933,0.088138818,0.10765942
,0.643,0.357,0.015972844,0.069877994,0.030395184,0.083455525,0.052340588,0.096499151,0.084971453,0.10987425
,0.644,0.356,0.015972844,0.069877994,0.02933157,0.085111441,0.050486052,0.098447158,0.081960738,0.11209226
,0.645,0.355,0.015972844,0.069877994,0.028316291,0.086774068,0.048719402,0.10040054,0.079092699,0.11431638
,0.646,0.354,0.015929972,0.069981003,0.027345285,0.088445553,0.047033034,0.10236183,0.076354993,0.11654952
,0.647,0.353,0.015383711,0.071329011,0.026414936,0.090128046,0.045420205,0.10433358,0.073736673,0.11879455
,0.648,0.352,0.014860322,0.072685898,0.025522008,0.091823723,0.043874906,0.10631831,0.071227983,0.12105437
,0.649,0.351,0.014357985,0.074053417,0.024663595,0.0935348,0.042391762,0.10831859,0.068820198,0.1233319
,0.65,0.35,0.013875065,0.075433355,0.023837079,0.09526355,0.040965948,0.11033704,0.066505485,0.12563011
,0.651,0.349,0.01341009,0.076827547,0.023040092,0.097012322,0.039593115,0.11237633,0.064276781,0.12795206
,0.652,0.348,0.012961727,0.078237885,0.022270486,0.09878356,0.038269329,0.11443925,0.062127703,0.1303009
,0.653,0.347,0.012528768,0.079666342,0.021526304,0.10057982,0.036991022,0.11652866,0.060052457,0.13267992
,0.654,0.346,0.012110111,0.081114981,0.02080576,0.10240381,0.035754945,0.1186476,0.058045768,0.13509255
,0.655,0.345,0.011704753,0.082585975,0.020107217,0.10425836,0.034558129,0.12079924,0.056102817,0.13754241
,0.656,0.344,0.011311771,0.084081626,0.019429169,0.10614653,0.033397856,0.12298694,0.054219192,0.14003333
,0.657,0.343,0.01093032,0.085604387,0.018770229,0.10807158,0.032271627,0.12521429,0.052390833,0.14256941
,0.658,0.342,0.010559618,0.087156885,0.018129114,0.110037,0.031177135,0.12748515,0.050613999,0.14515501
,0.659,0.341,0.010198944,0.088741948,0.017504631,0.1120466,0.03011225,0.12980363,0.048885229,0.14779484
,0.66,0.34,0.0098476276,0.090362635,0.016895672,0.1141045,0.029074991,0.13217423,0.047201309,0.15049401
,0.661,0.339,0.0095050436,0.092022275,0.016301198,0.1162152,0.028063517,0.1346018,0.045559247,0.15325805
,0.662,0.338,0.0091706091,0.093724504,0.015720238,0.11838367,0.027076103,0.13709166,0.043956247,0.15609301
,0.663,0.337,0.0088437766,0.095473316,0.015151874,0.12061536,0.026111135,0.13964966,0.042389685,0.15900556
,0.664,0.336,0.0085240307,0.097273117,0.01459524,0.12291634,0.025167089,0.14228225,0.04085709,0.16200303
,0.665,0.335,0.0082108838,0.099128797,0.014049513,0.12529337,0.024242527,0.14499657,0.039356125,0.16509357
,0.666,0.334,0.0079038727,0.10104581,0.013513906,0.12775401,0.02333608,0.14780059,0.03788457,0.16828624
,0.667,0.333,0.0076025548,0.10303025,0.012987664,0.1303068,0.022446443,0.15070326,0.036440304,0.17159122
,0.668,0.332,0.0073065055,0.10508901,0.012470058,0.13296142,0.021572362,0.15371462,0.03502129,0.17501997
,0.669,0.331,0.0070153144,0.10722989,0.011960379,0.13572889,0.020712624,0.15684611,0.033625563,0.17858549
,0.67,0.33,0.0067285825,0.10946178,0.01145793,0.13862186,0.019866052,0.16011071,0.03225121,0.18230258
,0.671,0.329,0.0064459189,0.11179489,0.010962028,0.14165497,0.019031491,0.16352337,0.030896356,0.18618824
,0.672,0.328,0.0061669376,0.114241,0.010471986,0.14484522,0.018207802,0.16710133,0.029559153,0.19026212
,0.673,0.327,0.0058912536,0.11681386,0.0099871168,0.14821261,0.017393849,0.17086467,0.028237754,0.19454707
,0.674,0.326,0.0056184793,0.11952957,0.0095067179,0.15178079,0.016588486,0.17483696,0.026930301,0.19906994
,0.675,0.325,0.00534822,0.12240721,0.0090300657,0.15557804,0.015790549,0.17904611,0.025634904,0.20386249
,0.676,0.324,0.0050800685,0.12546959,0.0085564036,0.15963853,0.014998836,0.18352548,0.024349609,0.20896272
,0.677,0.323,0.0048135991,0.12874427,0.0080849281,0.16400408,0.014212088,0.18831539,0.023072377,0.21441652
,0.678,0.322,0.0045483598,0.13226497,0.0076147719,0.16872651,0.013428973,0.19346514,0.022905806,0.21515881
,0.679,0.321,0.0042838628,0.13607349,0.0071449815,0.17387111,0.012648049,0.1990359,0.022905806,0.21515881
,0.68,0.32,0.0040195715,0.14022248,0.006674487,0.17952156,0.011867732,0.20510466,0.022905806,0.21515881
,0.681,0.319,0.0037548842,0.14477941,0.0062020615,0.18578737,0.011086246,0.21177013,0.022905806,0.21515881
,0.682,0.318,0.0034891105,0.14983262,0.0057262624,0.19281542,0.010301553,0.2191615,0.022905806,0.21515881
,0.683,0.317,0.0032214389,0.15550056,0.005245346,0.20080858,0.0095112561,0.22745205,0.021274743,0.22267952
,0.684,0.316,0.0029508885,0.16194683,0.0047571362,0.2100572,0.0087124595,0.23688106,0.019487998,0.23191069
,0.685,0.315,0.002676235,0.16940561,0.0042588135,0.22099603,0.0079015487,0.24779108,0.017674156,0.24259178
,0.686,0.314,0.0023958922,0.17822748,0.0037465522,0.23431462,0.0070738403,0.26069491,0.015822741,0.25522486
,0.687,0.313,0.002107708,0.18896858,0.0032148476,0.25119522,0.0062229802,0.27640601,0.01391954,0.2706063
,0.688,0.312,0.0018085855,0.20258234,0.0026551178,0.27390143,0.005339825,0.29631898,0.011944101,0.29010144
,0.689,0.311,0.0014936968,0.2208943,0.0020522837,0.30757774,0.0044101203,0.32310404,0.010685776,0.30510045
,0.69,0.31,0.0011545588,0.24805336,0.0014967574,0.3543367,0.0042426735,0.32879662,0.010685776,0.30510045
,0.691,0.309,0.00077283162,0.29693955,0.0014967574,0.3543367,0.0042426735,0.32879662,0.010685776,0.30510045
,0.692,0.308,0.0005024754,0.35987163,0.0014967574,0.3543367,0.0042426735,0.32879662,0.010685776,0.30510045
,0.693,0.307,0.0005024754,0.35987163,0.0014967574,0.3543367,0.0042426735,0.32879662,0.010685776,0.30510045
,0.694,0.306,0.0005024754,0.35987163,0.0014967574,0.3543367,0.0042426735,0.32879662,0.010685776,0.30510045
,0.695,0.305,0.0005024754,0.35987163,0.0014967574,0.3543367,0.0042426735,0.32879662,0.010685776,0.30510045
,0.696,0.304,0.0005024754,0.35987163,0.0014967574,0.3543367,0.0042426735,0.32879662,0.010685776,0.30510045
,0.697,0.303,0.0005024754,0.35987163,0.0014967574,0.3543367,0.0042426735,0.32879662,0.010685776,0.30510045
,0.698,0.302,0.0005024754,0.35987163,0.0014967574,0.3543367,0.0042426735,0.32879662,0.010685776,0.30510045
,0.699,0.301,0.0005024754,0.35987163,0.0014967574,0.3543367,0.0042426735,0.32879662,0.010685776,0.30510045
